Activity,Timestamp,Case ID
a_4,2022-04-20 12:55:00,"40 [a_0, a_1, a_4, a_3, a_2]"
a_3,2022-04-20 12:55:00,"40 [a_0, a_1, a_4, a_3, a_2]"
a_2,2022-04-20 12:55:00,"40 [a_0, a_1, a_4, a_3, a_2]"
a_0,2022-04-20 12:57:00,"64 [a_0, a_3, a_1, a_2, a_4]"
a_3,2022-04-20 12:57:00,"64 [a_0, a_3, a_1, a_2, a_4]"
a_1,2022-04-20 12:57:00,"64 [a_0, a_3, a_1, a_2, a_4]"
a_2,2022-04-20 12:57:00,"64 [a_0, a_3, a_1, a_2, a_4]"
a_4,2022-04-20 12:57:00,"64 [a_0, a_3, a_1, a_2, a_4]"
a_0,2022-04-20 13:15:00,"260 [a_0, a_3, a_1, a_2, a_4]"
a_3,2022-04-20 13:15:00,"260 [a_0, a_3, a_1, a_2, a_4]"
a_1,2022-04-20 13:15:00,"260 [a_0, a_3, a_1, a_2, a_4]"
a_2,2022-04-20 13:14:59,"260 [a_0, a_3, a_1, a_2, a_4]"
a_4,2022-04-20 13:14:59,"260 [a_0, a_3, a_1, a_2, a_4]"
a_0,2022-04-20 13:14:00,"250 [a_0, a_3, a_1, a_2, a_4]"
a_3,2022-04-20 13:14:00,"250 [a_0, a_3, a_1, a_2, a_4]"
a_1,2022-04-20 13:14:00,"250 [a_0, a_3, a_1, a_2, a_4]"
a_2,2022-04-20 13:14:00,"250 [a_0, a_3, a_1, a_2, a_4]"
a_4,2022-04-20 13:13:59,"250 [a_0, a_3, a_1, a_2, a_4]"
a_0,2022-04-20 13:14:59,"270 [a_0, a_3, a_1, a_4, a_2]"
a_3,2022-04-20 13:15:00,"270 [a_0, a_3, a_1, a_4, a_2]"
a_1,2022-04-20 13:15:00,"270 [a_0, a_3, a_1, a_4, a_2]"
a_4,2022-04-20 13:15:00,"270 [a_0, a_3, a_1, a_4, a_2]"
a_2,2022-04-20 13:15:00,"270 [a_0, a_3, a_1, a_4, a_2]"
a_0,2022-04-20 12:59:59,"99 [a_0, a_4, a_1, a_2, a_3]"
a_4,2022-04-20 12:59:59,"99 [a_0, a_4, a_1, a_2, a_3]"
a_1,2022-04-20 13:00:00,"99 [a_0, a_4, a_1, a_2, a_3]"
a_2,2022-04-20 13:00:00,"99 [a_0, a_4, a_1, a_2, a_3]"
a_3,2022-04-20 13:00:00,"99 [a_0, a_4, a_1, a_2, a_3]"
a_0,2022-04-20 13:02:59,"133 [a_0, a_4, a_1, a_2, a_3]"
a_4,2022-04-20 13:03:00,"133 [a_0, a_4, a_1, a_2, a_3]"
a_1,2022-04-20 13:02:59,"133 [a_0, a_4, a_1, a_2, a_3]"
a_2,2022-04-20 13:03:00,"133 [a_0, a_4, a_1, a_2, a_3]"
a_3,2022-04-20 13:03:00,"133 [a_0, a_4, a_1, a_2, a_3]"
a_0,2022-04-20 12:59:00,"87 [a_0, a_4, a_1, a_2, a_3]"
a_4,2022-04-20 12:59:00,"87 [a_0, a_4, a_1, a_2, a_3]"
a_1,2022-04-20 12:59:00,"87 [a_0, a_4, a_1, a_2, a_3]"
a_2,2022-04-20 12:59:00,"87 [a_0, a_4, a_1, a_2, a_3]"
a_3,2022-04-20 12:59:00,"87 [a_0, a_4, a_1, a_2, a_3]"
a_0,2022-04-20 13:13:00,"244 [a_0, a_4, a_3, a_1, a_2]"
a_4,2022-04-20 13:13:00,"244 [a_0, a_4, a_3, a_1, a_2]"
a_3,2022-04-20 13:12:59,"244 [a_0, a_4, a_3, a_1, a_2]"
a_1,2022-04-20 13:13:00,"244 [a_0, a_4, a_3, a_1, a_2]"
a_2,2022-04-20 13:13:00,"244 [a_0, a_4, a_3, a_1, a_2]"
a_0,2022-04-20 12:53:00,"23 [a_0, a_4, a_3, a_1, a_2]"
a_4,2022-04-20 12:53:00,"23 [a_0, a_4, a_3, a_1, a_2]"
a_3,2022-04-20 12:53:02,"23 [a_0, a_4, a_3, a_1, a_2]"
a_1,2022-04-20 12:53:14,"23 [a_0, a_4, a_3, a_1, a_2]"
a_2,2022-04-20 12:53:15,"23 [a_0, a_4, a_3, a_1, a_2]"
a_0,2022-04-20 13:17:00,"293 [a_0, a_4, a_3, a_1, a_2]"
a_4,2022-04-20 13:16:59,"293 [a_0, a_4, a_3, a_1, a_2]"
a_3,2022-04-20 13:17:00,"293 [a_0, a_4, a_3, a_1, a_2]"
a_1,2022-04-20 13:17:00,"293 [a_0, a_4, a_3, a_1, a_2]"
a_2,2022-04-20 13:17:00,"293 [a_0, a_4, a_3, a_1, a_2]"
a_10,2022-04-20 13:15:59,"280 [a_10, a_11]"
a_11,2022-04-20 13:15:59,"280 [a_10, a_11]"
a_10,2022-04-20 12:56:00,"57 [a_10, a_11]"
a_11,2022-04-20 12:55:59,"57 [a_10, a_11]"
a_10,2022-04-20 13:09:00,"203 [a_10, a_11]"
a_11,2022-04-20 13:09:00,"203 [a_10, a_11]"
a_10,2022-04-20 13:08:00,"191 [a_10, a_11]"
a_11,2022-04-20 13:07:59,"191 [a_10, a_11]"
a_10,2022-04-20 13:14:00,"253 [a_10, a_11]"
a_11,2022-04-20 13:14:00,"253 [a_10, a_11]"
a_10,2022-04-20 13:12:00,"227 [a_10, a_11]"
a_11,2022-04-20 13:11:59,"227 [a_10, a_11]"
a_10,2022-04-20 13:04:59,"159 [a_10, a_11]"
a_11,2022-04-20 13:04:59,"159 [a_10, a_11]"
a_10,2022-04-20 13:06:00,"174 [a_10, a_11]"
a_11,2022-04-20 13:06:00,"174 [a_10, a_11]"
a_10,2022-04-20 13:06:00,"176 [a_10, a_11]"
a_11,2022-04-20 13:07:00,"176 [a_10, a_11]"
a_10,2022-04-20 13:15:00,"263 [a_10, a_11]"
a_11,2022-04-20 13:14:59,"263 [a_10, a_11]"
a_10,2022-04-20 12:56:59,"67 [a_10, a_11]"
a_11,2022-04-20 12:57:00,"67 [a_10, a_11]"
a_10,2022-04-20 12:54:59,"36 [a_10, a_11]"
a_11,2022-04-20 12:55:00,"36 [a_10, a_11]"
a_10,2022-04-20 12:57:59,"78 [a_10, a_11]"
a_11,2022-04-20 12:58:00,"78 [a_10, a_11]"
a_10,2022-04-20 13:04:59,"155 [a_10, a_11]"
a_11,2022-04-20 13:05:00,"155 [a_10, a_11]"
a_10,2022-04-20 13:04:00,"151 [a_10, a_11]"
a_11,2022-04-20 13:04:00,"151 [a_10, a_11]"
a_10,2022-04-20 13:14:59,"264 [a_10, a_11]"
a_11,2022-04-20 13:15:00,"264 [a_10, a_11]"
a_10,2022-04-20 12:54:59,"37 [a_10, a_11]"
a_11,2022-04-20 12:54:59,"37 [a_10, a_11]"
a_10,2022-04-20 13:06:00,"165 [a_10, a_11]"
a_11,2022-04-20 13:06:00,"165 [a_10, a_11]"
a_10,2022-04-20 13:12:59,"243 [a_10, a_11]"
a_11,2022-04-20 13:13:00,"243 [a_10, a_11]"
a_10,2022-04-20 12:59:00,"90 [a_10, a_11]"
a_11,2022-04-20 12:58:59,"90 [a_10, a_11]"
a_10,2022-04-20 13:17:00,"288 [a_10, a_11]"
a_11,2022-04-20 13:17:00,"288 [a_10, a_11]"
a_10,2022-04-20 12:55:00,"47 [a_10, a_11]"
a_11,2022-04-20 12:55:00,"47 [a_10, a_11]"
a_10,2022-04-20 13:02:59,"134 [a_10, a_11]"
a_11,2022-04-20 13:03:00,"134 [a_10, a_11]"
a_10,2022-04-20 13:06:00,"168 [a_10, a_11]"
a_11,2022-04-20 13:06:00,"168 [a_10, a_11]"
a_10,2022-04-20 13:15:00,"261 [a_10, a_11]"
a_11,2022-04-20 13:15:00,"261 [a_10, a_11]"
a_10,2022-04-20 12:53:00,"15 [a_10, a_11]"
a_11,2022-04-20 12:53:00,"15 [a_10, a_11]"
a_10,2022-04-20 13:18:00,"296 [a_10, a_11]"
a_11,2022-04-20 13:18:00,"296 [a_10, a_11]"
a_10,2022-04-20 13:11:00,"219 [a_10, a_11]"
a_11,2022-04-20 13:11:00,"219 [a_10, a_11]"
a_10,2022-04-20 12:55:59,"53 [a_10, a_11]"
a_11,2022-04-20 12:56:00,"53 [a_10, a_11]"
a_10,2022-04-20 13:14:00,"257 [a_10, a_11]"
a_11,2022-04-20 13:13:59,"257 [a_10, a_11]"
a_10,2022-04-20 12:54:00,"27 [a_10, a_11]"
a_11,2022-04-20 12:53:59,"27 [a_10, a_11]"
a_10,2022-04-20 12:52:00,"6 [a_10, a_11]"
a_11,2022-04-20 12:52:00,"6 [a_10, a_11]"
a_10,2022-04-20 13:18:00,"297 [a_10, a_11]"
a_11,2022-04-20 13:18:00,"297 [a_10, a_11]"
a_10,2022-04-20 12:52:00,"8 [a_10, a_11]"
a_11,2022-04-20 12:52:00,"8 [a_10, a_11]"
a_10,2022-04-20 13:02:00,"121 [a_10, a_11]"
a_11,2022-04-20 13:02:00,"121 [a_10, a_11]"
a_10,2022-04-20 12:55:00,"48 [a_10, a_11]"
a_11,2022-04-20 12:55:00,"48 [a_10, a_11]"
a_10,2022-04-20 13:16:00,"283 [a_10, a_11]"
a_11,2022-04-20 13:16:53,"283 [a_10, a_11]"
a_10,2022-04-20 13:08:00,"197 [a_10, a_11]"
a_11,2022-04-20 13:09:00,"197 [a_10, a_11]"
a_10,2022-04-20 12:54:00,"29 [a_10, a_11]"
a_11,2022-04-20 12:53:59,"29 [a_10, a_11]"
a_10,2022-04-20 13:16:00,"279 [a_10, a_11]"
a_11,2022-04-20 13:16:00,"279 [a_10, a_11]"
a_10,2022-04-20 13:11:00,"225 [a_10, a_11]"
a_11,2022-04-20 13:11:00,"225 [a_10, a_11]"
a_10,2022-04-20 12:54:59,"35 [a_10, a_11]"
a_11,2022-04-20 12:55:00,"35 [a_10, a_11]"
a_10,2022-04-20 12:52:00,"2 [a_10, a_11]"
a_11,2022-04-20 12:52:00,"2 [a_10, a_11]"
a_10,2022-04-20 12:52:00,"14 [a_10, a_11]"
a_11,2022-04-20 12:53:00,"14 [a_10, a_11]"
a_10,2022-04-20 13:12:00,"235 [a_10, a_11]"
a_11,2022-04-20 13:12:00,"235 [a_10, a_11]"
a_10,2022-04-20 12:52:59,"18 [a_10, a_11]"
a_11,2022-04-20 12:53:00,"18 [a_10, a_11]"
a_10,2022-04-20 13:16:00,"276 [a_10, a_11]"
a_11,2022-04-20 13:16:00,"276 [a_10, a_11]"
a_10,2022-04-20 12:55:00,"41 [a_10, a_11]"
a_11,2022-04-20 12:54:59,"41 [a_10, a_11]"
a_10,2022-04-20 13:06:59,"177 [a_10, a_11]"
a_11,2022-04-20 13:07:00,"177 [a_10, a_11]"
a_10,2022-04-20 13:06:00,"173 [a_10, a_11]"
a_11,2022-04-20 13:06:00,"173 [a_10, a_11]"
a_10,2022-04-20 13:10:00,"208 [a_10, a_11]"
a_11,2022-04-20 13:10:00,"208 [a_10, a_11]"
a_10,2022-04-20 13:02:00,"116 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_11,2022-04-20 13:02:00,"116 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_12,2022-04-20 13:02:00,"116 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_14,2022-04-20 13:01:59,"116 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_10,2022-04-20 13:02:00,"116 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_11,2022-04-20 13:02:00,"116 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_10,2022-04-20 13:01:00,"111 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_11,2022-04-20 13:00:59,"111 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_12,2022-04-20 13:01:00,"111 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_14,2022-04-20 13:00:59,"111 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_10,2022-04-20 13:01:00,"111 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_11,2022-04-20 13:00:59,"111 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_10,2022-04-20 13:14:59,"268 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_11,2022-04-20 13:14:59,"268 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_12,2022-04-20 13:15:00,"268 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_14,2022-04-20 13:14:59,"268 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_10,2022-04-20 13:15:00,"268 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_11,2022-04-20 13:15:00,"268 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_10,2022-04-20 13:01:00,"113 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_11,2022-04-20 13:01:00,"113 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_12,2022-04-20 13:01:00,"113 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_14,2022-04-20 13:01:00,"113 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_10,2022-04-20 13:01:00,"113 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_11,2022-04-20 13:01:00,"113 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_10,2022-04-20 13:00:00,"94 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_11,2022-04-20 12:59:59,"94 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_12,2022-04-20 13:00:00,"94 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_14,2022-04-20 13:00:00,"94 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_10,2022-04-20 12:59:59,"94 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_11,2022-04-20 13:00:00,"94 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_10,2022-04-20 13:04:00,"145 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_11,2022-04-20 13:03:59,"145 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_12,2022-04-20 13:03:59,"145 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_14,2022-04-20 13:04:00,"145 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_10,2022-04-20 13:04:00,"145 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_11,2022-04-20 13:04:00,"145 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_10,2022-04-20 13:03:00,"132 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_11,2022-04-20 13:03:00,"132 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_12,2022-04-20 13:03:00,"132 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_14,2022-04-20 13:03:00,"132 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_10,2022-04-20 13:03:00,"132 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_11,2022-04-20 13:02:59,"132 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_10,2022-04-20 13:04:00,"153 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_11,2022-04-20 13:04:46,"153 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_12,2022-04-20 13:04:43,"153 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_14,2022-04-20 13:04:18,"153 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_10,2022-04-20 13:05:00,"153 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_11,2022-04-20 13:05:00,"153 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_10,2022-04-20 13:07:00,"179 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_11,2022-04-20 13:06:59,"179 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_12,2022-04-20 13:07:00,"179 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_14,2022-04-20 13:07:00,"179 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_10,2022-04-20 13:07:00,"179 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_11,2022-04-20 13:07:00,"179 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_10,2022-04-20 12:55:00,"42 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_11,2022-04-20 12:55:00,"42 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_12,2022-04-20 12:55:00,"42 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_14,2022-04-20 12:55:00,"42 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_10,2022-04-20 12:55:00,"42 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_11,2022-04-20 12:55:00,"42 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_10,2022-04-20 13:09:00,"206 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_11,2022-04-20 13:09:00,"206 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_12,2022-04-20 13:09:00,"206 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_14,2022-04-20 13:09:00,"206 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_10,2022-04-20 13:09:00,"206 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_11,2022-04-20 13:09:00,"206 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_10,2022-04-20 13:15:59,"273 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_11,2022-04-20 13:16:00,"273 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_12,2022-04-20 13:16:00,"273 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_14,2022-04-20 13:16:00,"273 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_10,2022-04-20 13:15:59,"273 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_11,2022-04-20 13:16:00,"273 [a_10, a_11, a_12, a_14, a_10, a_11]"
a_10,2022-04-20 13:15:59,"281 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11]"
a_11,2022-04-20 13:15:59,"281 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11]"
a_12,2022-04-20 13:16:00,"281 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11]"
a_14,2022-04-20 13:15:59,"281 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11]"
a_10,2022-04-20 13:16:00,"281 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11]"
a_11,2022-04-20 13:16:00,"281 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11]"
a_12,2022-04-20 13:15:59,"281 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11]"
a_14,2022-04-20 13:16:00,"281 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11]"
a_10,2022-04-20 13:16:00,"281 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11]"
a_11,2022-04-20 13:16:00,"281 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11]"
a_10,2022-04-20 13:12:59,"239 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_11,2022-04-20 13:12:59,"239 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_12,2022-04-20 13:12:59,"239 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_14,2022-04-20 13:13:00,"239 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_10,2022-04-20 13:13:00,"239 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_11,2022-04-20 13:13:00,"239 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_12,2022-04-20 13:13:00,"239 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_14,2022-04-20 13:13:00,"239 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_10,2022-04-20 13:13:00,"239 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_11,2022-04-20 13:13:00,"239 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_12,2022-04-20 13:12:59,"239 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_14,2022-04-20 13:12:59,"239 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_10,2022-04-20 13:13:00,"239 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_11,2022-04-20 13:13:00,"239 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_13,2022-04-20 13:13:00,"239 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_14,2022-04-20 13:13:00,"239 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_10,2022-04-20 13:12:59,"239 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_11,2022-04-20 13:13:00,"239 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_10,2022-04-20 12:59:00,"84 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_11,2022-04-20 12:59:00,"84 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_12,2022-04-20 12:59:00,"84 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_14,2022-04-20 12:59:00,"84 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_10,2022-04-20 12:59:00,"84 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_11,2022-04-20 12:59:00,"84 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_12,2022-04-20 12:59:00,"84 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_14,2022-04-20 12:59:00,"84 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_10,2022-04-20 12:59:00,"84 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_11,2022-04-20 12:59:00,"84 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_13,2022-04-20 12:59:00,"84 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_14,2022-04-20 12:59:00,"84 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_10,2022-04-20 12:59:00,"84 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_11,2022-04-20 12:59:00,"84 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_10,2022-04-20 12:54:00,"33 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
a_11,2022-04-20 12:54:35,"33 [a_10, a_11, a_12, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11, a_12, a_14, a_10, a_11, a_13, a_14, a_10, a_11]"
