Activity,Timestamp,Case ID
p,2000-01-01 00:02:00,113
i,2000-01-01 00:02:00,113
n,2000-01-01 00:02:00,113
j,2000-01-01 00:02:00,113
e,2000-01-01 00:02:00,114
c,2000-01-01 00:02:00,114
t,2000-01-01 00:02:00,114
g,2000-01-01 00:02:00,114
i,2000-01-01 00:02:00,114
p,2000-01-01 00:02:00,114
t,2000-01-01 00:02:00,114
j,2000-01-01 00:02:00,114
f,2000-01-01 00:02:00,115
c,2000-01-01 00:02:00,115
g,2000-01-01 00:02:00,115
p,2000-01-01 00:02:00,115
i,2000-01-01 00:02:00,115
k,2000-01-01 00:02:00,115
j,2000-01-01 00:02:00,115
o,2000-01-01 00:02:00,116
c,2000-01-01 00:02:00,116
g,2000-01-01 00:02:00,116
i,2000-01-01 00:02:00,116
p,2000-01-01 00:02:00,116
n,2000-01-01 00:02:00,116
j,2000-01-01 00:02:00,116
c,2000-01-01 00:02:00,117
g,2000-01-01 00:02:00,117
a,2000-01-01 00:02:00,117
p,2000-01-01 00:02:00,117
i,2000-01-01 00:02:00,117
k,2000-01-01 00:02:00,117
j,2000-01-01 00:02:00,117
c,2000-01-01 00:02:00,118
f,2000-01-01 00:02:00,118
g,2000-01-01 00:02:00,118
l,2000-01-01 00:02:00,118
h,2000-01-01 00:02:00,118
c,2000-01-01 00:02:00,119
f,2000-01-01 00:02:00,119
g,2000-01-01 00:02:00,119
q,2000-01-01 00:02:00,119
p,2000-01-01 00:02:00,119
u,2000-01-01 00:02:00,119
e,2000-01-01 00:02:00,119
c,2000-01-01 00:02:00,12
f,2000-01-01 00:02:00,12
g,2000-01-01 00:02:00,12
h,2000-01-01 00:02:00,12
l,2000-01-01 00:02:00,12
t,2000-01-01 00:02:00,120
e,2000-01-01 00:02:00,120
c,2000-01-01 00:03:00,120
g,2000-01-01 00:03:00,120
i,2000-01-01 00:03:00,120
p,2000-01-01 00:03:00,120
k,2000-01-01 00:03:00,120
j,2000-01-01 00:03:00,120
a,2000-01-01 00:03:00,121
o,2000-01-01 00:03:00,121
c,2000-01-01 00:03:00,121
g,2000-01-01 00:03:00,121
p,2000-01-01 00:03:00,121
i,2000-01-01 00:03:00,121
t,2000-01-01 00:03:00,121
j,2000-01-01 00:03:00,121
c,2000-01-01 00:03:00,122
e,2000-01-01 00:03:00,122
t,2000-01-01 00:03:00,122
g,2000-01-01 00:03:00,122
p,2000-01-01 00:03:00,122
i,2000-01-01 00:03:00,122
t,2000-01-01 00:03:00,122
j,2000-01-01 00:03:00,122
c,2000-01-01 00:03:00,123
g,2000-01-01 00:03:00,123
f,2000-01-01 00:03:00,123
p,2000-01-01 00:03:00,123
i,2000-01-01 00:03:00,123
k,2000-01-01 00:03:00,123
j,2000-01-01 00:03:00,123
f,2000-01-01 00:03:00,124
c,2000-01-01 00:03:00,124
g,2000-01-01 00:03:00,124
p,2000-01-01 00:03:00,124
i,2000-01-01 00:03:00,124
k,2000-01-01 00:03:00,124
j,2000-01-01 00:03:00,124
t,2000-01-01 00:03:00,125
e,2000-01-01 00:03:00,125
c,2000-01-01 00:03:00,125
g,2000-01-01 00:03:00,125
p,2000-01-01 00:03:00,125
i,2000-01-01 00:03:00,125
n,2000-01-01 00:03:00,125
j,2000-01-01 00:03:00,125
f,2000-01-01 00:03:00,126
c,2000-01-01 00:03:00,126
g,2000-01-01 00:03:00,126
i,2000-01-01 00:03:00,126
p,2000-01-01 00:03:00,126
i,2000-01-01 00:03:00,126
u,2000-01-01 00:03:00,126
r,2000-01-01 00:03:00,126
j,2000-01-01 00:03:00,126
c,2000-01-01 00:03:00,127
f,2000-01-01 00:03:00,127
g,2000-01-01 00:03:00,127
l,2000-01-01 00:03:00,127
w,2000-01-01 00:03:00,127
c,2000-01-01 00:03:00,128
o,2000-01-01 00:03:00,128
g,2000-01-01 00:04:00,128
p,2000-01-01 00:04:00,128
q,2000-01-01 00:04:00,128
e,2000-01-01 00:04:00,128
l,2000-01-01 00:04:00,128
f,2000-01-01 00:04:00,129
c,2000-01-01 00:04:00,129
g,2000-01-01 00:04:00,129
l,2000-01-01 00:04:00,129
w,2000-01-01 00:04:00,129
e,2000-01-01 00:04:00,13
c,2000-01-01 00:04:00,13
t,2000-01-01 00:04:00,13
g,2000-01-01 00:04:00,13
p,2000-01-01 00:04:00,13
w,2000-01-01 00:04:00,13
u,2000-01-01 00:04:00,13
f,2000-01-01 00:04:00,130
c,2000-01-01 00:04:00,130
g,2000-01-01 00:04:00,130
i,2000-01-01 00:04:00,130
p,2000-01-01 00:04:00,130
n,2000-01-01 00:04:00,130
j,2000-01-01 00:04:00,130
c,2000-01-01 00:04:00,131
g,2000-01-01 00:04:00,131
a,2000-01-01 00:04:00,131
o,2000-01-01 00:04:00,131
q,2000-01-01 00:04:00,131
p,2000-01-01 00:04:00,131
l,2000-01-01 00:04:00,131
e,2000-01-01 00:04:00,131
c,2000-01-01 00:04:00,132
a,2000-01-01 00:04:00,132
g,2000-01-01 00:04:00,132
q,2000-01-01 00:04:00,132
l,2000-01-01 00:04:00,132
c,2000-01-01 00:04:00,133
t,2000-01-01 00:04:00,133
e,2000-01-01 00:04:00,133
g,2000-01-01 00:04:00,133
p,2000-01-01 00:04:00,133
i,2000-01-01 00:04:00,133
n,2000-01-01 00:04:00,133
j,2000-01-01 00:04:00,133
c,2000-01-01 00:04:00,134
t,2000-01-01 00:04:00,134
e,2000-01-01 00:04:00,134
g,2000-01-01 00:04:00,134
i,2000-01-01 00:04:00,134
p,2000-01-01 00:04:00,134
i,2000-01-01 00:04:00,134
r,2000-01-01 00:04:00,134
u,2000-01-01 00:04:00,134
j,2000-01-01 00:04:00,134
f,2000-01-01 00:04:00,135
c,2000-01-01 00:04:00,135
g,2000-01-01 00:04:00,135
p,2000-01-01 00:04:00,135
w,2000-01-01 00:04:00,135
l,2000-01-01 00:05:00,135
e,2000-01-01 00:05:00,135
c,2000-01-01 00:05:00,136
t,2000-01-01 00:05:00,136
e,2000-01-01 00:05:00,136
g,2000-01-01 00:05:00,136
p,2000-01-01 00:05:00,136
w,2000-01-01 00:05:00,136
e,2000-01-01 00:05:00,136
a,2000-01-01 00:05:00,137
c,2000-01-01 00:05:00,137
g,2000-01-01 00:05:00,137
p,2000-01-01 00:05:00,137
i,2000-01-01 00:05:00,137
k,2000-01-01 00:05:00,137
j,2000-01-01 00:05:00,137
f,2000-01-01 00:05:00,138
c,2000-01-01 00:05:00,138
g,2000-01-01 00:05:00,138
h,2000-01-01 00:05:00,138
l,2000-01-01 00:05:00,138
c,2000-01-01 00:05:00,139
f,2000-01-01 00:05:00,139
g,2000-01-01 00:05:00,139
l,2000-01-01 00:05:00,139
h,2000-01-01 00:05:00,139
f,2000-01-01 00:05:00,14
c,2000-01-01 00:05:00,14
g,2000-01-01 00:05:00,14
p,2000-01-01 00:05:00,14
i,2000-01-01 00:05:00,14
k,2000-01-01 00:05:00,14
j,2000-01-01 00:05:00,14
c,2000-01-01 00:05:00,140
g,2000-01-01 00:05:00,140
f,2000-01-01 00:05:00,140
p,2000-01-01 00:05:00,140
h,2000-01-01 00:05:00,140
e,2000-01-01 00:05:00,140
c,2000-01-01 00:05:00,141
a,2000-01-01 00:05:00,141
g,2000-01-01 00:05:00,141
i,2000-01-01 00:05:00,141
p,2000-01-01 00:05:00,141
t,2000-01-01 00:05:00,141
j,2000-01-01 00:05:00,141
a,2000-01-01 00:05:00,142
o,2000-01-01 00:05:00,142
c,2000-01-01 00:05:00,142
g,2000-01-01 00:05:00,142
p,2000-01-01 00:05:00,142
i,2000-01-01 00:05:00,142
n,2000-01-01 00:05:00,142
j,2000-01-01 00:05:00,142
t,2000-01-01 00:05:00,143
e,2000-01-01 00:05:00,143
c,2000-01-01 00:05:00,143
g,2000-01-01 00:05:00,143
i,2000-01-01 00:05:00,143
p,2000-01-01 00:05:00,143
n,2000-01-01 00:06:00,143
j,2000-01-01 00:06:00,143
c,2000-01-01 00:06:00,144
g,2000-01-01 00:06:00,144
f,2000-01-01 00:06:00,144
p,2000-01-01 00:06:00,144
i,2000-01-01 00:06:00,144
n,2000-01-01 00:06:00,144
j,2000-01-01 00:06:00,144
c,2000-01-01 00:06:00,145
e,2000-01-01 00:06:00,145
g,2000-01-01 00:06:00,145
t,2000-01-01 00:06:00,145
p,2000-01-01 00:06:00,145
h,2000-01-01 00:06:00,145
l,2000-01-01 00:06:00,145
e,2000-01-01 00:06:00,145
t,2000-01-01 00:06:00,146
e,2000-01-01 00:06:00,146
c,2000-01-01 00:06:00,146
g,2000-01-01 00:06:00,146
h,2000-01-01 00:06:00,146
l,2000-01-01 00:06:00,146
f,2000-01-01 00:06:00,147
c,2000-01-01 00:06:00,147
g,2000-01-01 00:06:00,147
p,2000-01-01 00:06:00,147
i,2000-01-01 00:06:00,147
t,2000-01-01 00:06:00,147
j,2000-01-01 00:06:00,147
f,2000-01-01 00:06:00,148
c,2000-01-01 00:06:00,148
g,2000-01-01 00:06:00,148
l,2000-01-01 00:06:00,148
h,2000-01-01 00:06:00,148
e,2000-01-01 00:06:00,149
t,2000-01-01 00:06:00,149
c,2000-01-01 00:06:00,149
g,2000-01-01 00:06:00,149
i,2000-01-01 00:06:00,149
p,2000-01-01 00:06:00,149
k,2000-01-01 00:06:00,149
j,2000-01-01 00:06:00,149
c,2000-01-01 00:06:00,15
g,2000-01-01 00:06:00,15
f,2000-01-01 00:06:00,15
p,2000-01-01 00:06:00,15
i,2000-01-01 00:06:00,15
k,2000-01-01 00:06:00,15
j,2000-01-01 00:06:00,15
c,2000-01-01 00:06:00,150
f,2000-01-01 00:06:00,150
g,2000-01-01 00:06:00,150
l,2000-01-01 00:06:00,150
q,2000-01-01 00:06:00,150
t,2000-01-01 00:06:00,151
c,2000-01-01 00:06:00,151
e,2000-01-01 00:06:00,151
g,2000-01-01 00:06:00,151
p,2000-01-01 00:06:00,151
i,2000-01-01 00:07:00,151
k,2000-01-01 00:07:00,151
j,2000-01-01 00:07:00,151
f,2000-01-01 00:07:00,152
c,2000-01-01 00:07:00,152
g,2000-01-01 00:07:00,152
p,2000-01-01 00:07:00,152
i,2000-01-01 00:07:00,152
i,2000-01-01 00:07:00,152
u,2000-01-01 00:07:00,152
r,2000-01-01 00:07:00,152
j,2000-01-01 00:07:00,152
a,2000-01-01 00:07:00,153
c,2000-01-01 00:07:00,153
g,2000-01-01 00:07:00,153
i,2000-01-01 00:07:00,153
p,2000-01-01 00:07:00,153
t,2000-01-01 00:07:00,153
j,2000-01-01 00:07:00,153
c,2000-01-01 00:07:00,154
a,2000-01-01 00:07:00,154
o,2000-01-01 00:07:00,154
g,2000-01-01 00:07:00,154
p,2000-01-01 00:07:00,154
i,2000-01-01 00:07:00,154
n,2000-01-01 00:07:00,154
j,2000-01-01 00:07:00,154
f,2000-01-01 00:07:00,155
c,2000-01-01 00:07:00,155
g,2000-01-01 00:07:00,155
h,2000-01-01 00:07:00,155
p,2000-01-01 00:07:00,155
u,2000-01-01 00:07:00,155
c,2000-01-01 00:07:00,156
t,2000-01-01 00:07:00,156
e,2000-01-01 00:07:00,156
g,2000-01-01 00:07:00,156
p,2000-01-01 00:07:00,156
i,2000-01-01 00:07:00,156
k,2000-01-01 00:07:00,156
j,2000-01-01 00:07:00,156
e,2000-01-01 00:07:00,157
t,2000-01-01 00:07:00,157
c,2000-01-01 00:07:00,157
g,2000-01-01 00:07:00,157
l,2000-01-01 00:07:00,157
h,2000-01-01 00:07:00,157
c,2000-01-01 00:07:00,158
e,2000-01-01 00:07:00,158
t,2000-01-01 00:07:00,158
g,2000-01-01 00:07:00,158
i,2000-01-01 00:07:00,158
p,2000-01-01 00:07:00,158
k,2000-01-01 00:07:00,158
j,2000-01-01 00:07:00,158
a,2000-01-01 00:07:00,159
o,2000-01-01 00:07:00,159
c,2000-01-01 00:07:00,159
g,2000-01-01 00:07:00,159
p,2000-01-01 00:07:00,159
i,2000-01-01 00:08:00,159
i,2000-01-01 00:08:00,159
u,2000-01-01 00:08:00,159
r,2000-01-01 00:08:00,159
j,2000-01-01 00:08:00,159
c,2000-01-01 00:08:00,16
f,2000-01-01 00:08:00,16
g,2000-01-01 00:08:00,16
w,2000-01-01 00:08:00,16
l,2000-01-01 00:08:00,16
c,2000-01-01 00:08:00,160
a,2000-01-01 00:08:00,160
g,2000-01-01 00:08:00,160
i,2000-01-01 00:08:00,160
p,2000-01-01 00:08:00,160
n,2000-01-01 00:08:00,160
j,2000-01-01 00:08:00,160
c,2000-01-01 00:08:00,161
f,2000-01-01 00:08:00,161
g,2000-01-01 00:08:00,161
l,2000-01-01 00:08:00,161
q,2000-01-01 00:08:00,161
c,2000-01-01 00:08:00,162
a,2000-01-01 00:08:00,162
g,2000-01-01 00:08:00,162
p,2000-01-01 00:08:00,162
i,2000-01-01 00:08:00,162
t,2000-01-01 00:08:00,162
j,2000-01-01 00:08:00,162
t,2000-01-01 00:08:00,163
c,2000-01-01 00:08:00,163
e,2000-01-01 00:08:00,163
g,2000-01-01 00:08:00,163
i,2000-01-01 00:08:00,163
p,2000-01-01 00:08:00,163
k,2000-01-01 00:08:00,163
j,2000-01-01 00:08:00,163
o,2000-01-01 00:08:00,164
c,2000-01-01 00:08:00,164
g,2000-01-01 00:08:00,164
i,2000-01-01 00:08:00,164
p,2000-01-01 00:08:00,164
i,2000-01-01 00:08:00,164
u,2000-01-01 00:08:00,164
r,2000-01-01 00:08:00,164
j,2000-01-01 00:08:00,164
f,2000-01-01 00:08:00,165
c,2000-01-01 00:08:00,165
g,2000-01-01 00:08:00,165
p,2000-01-01 00:08:00,165
i,2000-01-01 00:08:00,165
k,2000-01-01 00:08:00,165
j,2000-01-01 00:08:00,165
c,2000-01-01 00:08:00,166
f,2000-01-01 00:08:00,166
g,2000-01-01 00:08:00,166
p,2000-01-01 00:08:00,166
i,2000-01-01 00:08:00,166
n,2000-01-01 00:08:00,166
j,2000-01-01 00:08:00,166
f,2000-01-01 00:09:00,167
c,2000-01-01 00:09:00,167
g,2000-01-01 00:09:00,167
h,2000-01-01 00:09:00,167
p,2000-01-01 00:09:00,167
e,2000-01-01 00:09:00,167
c,2000-01-01 00:09:00,168
f,2000-01-01 00:09:00,168
g,2000-01-01 00:09:00,168
i,2000-01-01 00:09:00,168
p,2000-01-01 00:09:00,168
n,2000-01-01 00:09:00,168
j,2000-01-01 00:09:00,168
t,2000-01-01 00:09:00,169
c,2000-01-01 00:09:00,169
e,2000-01-01 00:09:00,169
g,2000-01-01 00:09:00,169
l,2000-01-01 00:09:00,169
h,2000-01-01 00:09:00,169
c,2000-01-01 00:09:00,17
e,2000-01-01 00:09:00,17
g,2000-01-01 00:09:00,17
t,2000-01-01 00:09:00,17
w,2000-01-01 00:09:00,17
l,2000-01-01 00:09:00,17
e,2000-01-01 00:09:00,170
c,2000-01-01 00:09:00,170
t,2000-01-01 00:09:00,170
g,2000-01-01 00:09:00,170
h,2000-01-01 00:09:00,170
p,2000-01-01 00:09:00,170
u,2000-01-01 00:09:00,170
c,2000-01-01 00:09:00,171
f,2000-01-01 00:09:00,171
g,2000-01-01 00:09:00,171
p,2000-01-01 00:09:00,171
i,2000-01-01 00:09:00,171
r,2000-01-01 00:09:00,171
u,2000-01-01 00:09:00,171
i,2000-01-01 00:09:00,171
j,2000-01-01 00:09:00,171
c,2000-01-01 00:09:00,172
o,2000-01-01 00:09:00,172
g,2000-01-01 00:09:00,172
p,2000-01-01 00:09:00,172
i,2000-01-01 00:09:00,172
n,2000-01-01 00:09:00,172
j,2000-01-01 00:09:00,172
o,2000-01-01 00:09:00,173
c,2000-01-01 00:09:00,173
a,2000-01-01 00:09:00,173
g,2000-01-01 00:09:00,173
i,2000-01-01 00:09:00,173
p,2000-01-01 00:09:00,173
k,2000-01-01 00:09:00,173
j,2000-01-01 00:09:00,173
t,2000-01-01 00:09:00,174
c,2000-01-01 00:09:00,174
e,2000-01-01 00:09:00,174
g,2000-01-01 00:09:00,174
i,2000-01-01 00:10:00,174
p,2000-01-01 00:10:00,174
t,2000-01-01 00:10:00,174
j,2000-01-01 00:10:00,174
e,2000-01-01 00:10:00,175
c,2000-01-01 00:10:00,175
t,2000-01-01 00:10:00,175
g,2000-01-01 00:10:00,175
i,2000-01-01 00:10:00,175
p,2000-01-01 00:10:00,175
r,2000-01-01 00:10:00,175
i,2000-01-01 00:10:00,175
u,2000-01-01 00:10:00,175
j,2000-01-01 00:10:00,175
c,2000-01-01 00:10:00,176
a,2000-01-01 00:10:00,176
o,2000-01-01 00:10:00,176
g,2000-01-01 00:10:00,176
p,2000-01-01 00:10:00,176
i,2000-01-01 00:10:00,176
k,2000-01-01 00:10:00,176
j,2000-01-01 00:10:00,176
c,2000-01-01 00:10:00,177
g,2000-01-01 00:10:00,177
a,2000-01-01 00:10:00,177
p,2000-01-01 00:10:00,177
i,2000-01-01 00:10:00,177
t,2000-01-01 00:10:00,177
j,2000-01-01 00:10:00,177
e,2000-01-01 00:10:00,178
c,2000-01-01 00:10:00,178
t,2000-01-01 00:10:00,178
g,2000-01-01 00:10:00,178
l,2000-01-01 00:10:00,178
h,2000-01-01 00:10:00,178
c,2000-01-01 00:10:00,179
a,2000-01-01 00:10:00,179
o,2000-01-01 00:10:00,179
g,2000-01-01 00:10:00,179
p,2000-01-01 00:10:00,179
i,2000-01-01 00:10:00,179
k,2000-01-01 00:10:00,179
j,2000-01-01 00:10:00,179
c,2000-01-01 00:10:00,18
g,2000-01-01 00:10:00,18
f,2000-01-01 00:10:00,18
p,2000-01-01 00:10:00,18
i,2000-01-01 00:10:00,18
k,2000-01-01 00:10:00,18
j,2000-01-01 00:10:00,18
a,2000-01-01 00:10:00,180
c,2000-01-01 00:10:00,180
g,2000-01-01 00:10:00,180
p,2000-01-01 00:10:00,180
i,2000-01-01 00:10:00,180
k,2000-01-01 00:10:00,180
j,2000-01-01 00:10:00,180
c,2000-01-01 00:10:00,181
o,2000-01-01 00:10:00,181
g,2000-01-01 00:10:00,181
p,2000-01-01 00:11:00,181
i,2000-01-01 00:11:00,181
n,2000-01-01 00:11:00,181
j,2000-01-01 00:11:00,181
c,2000-01-01 00:11:00,182
t,2000-01-01 00:11:00,182
e,2000-01-01 00:11:00,182
g,2000-01-01 00:11:00,182
p,2000-01-01 00:11:00,182
i,2000-01-01 00:11:00,182
k,2000-01-01 00:11:00,182
j,2000-01-01 00:11:00,182
o,2000-01-01 00:11:00,183
c,2000-01-01 00:11:00,183
g,2000-01-01 00:11:00,183
l,2000-01-01 00:11:00,183
w,2000-01-01 00:11:00,183
c,2000-01-01 00:11:00,184
f,2000-01-01 00:11:00,184
g,2000-01-01 00:11:00,184
w,2000-01-01 00:11:00,184
l,2000-01-01 00:11:00,184
e,2000-01-01 00:11:00,185
c,2000-01-01 00:11:00,185
t,2000-01-01 00:11:00,185
g,2000-01-01 00:11:00,185
i,2000-01-01 00:11:00,185
p,2000-01-01 00:11:00,185
i,2000-01-01 00:11:00,185
u,2000-01-01 00:11:00,185
r,2000-01-01 00:11:00,185
j,2000-01-01 00:11:00,185
c,2000-01-01 00:11:00,186
t,2000-01-01 00:11:00,186
e,2000-01-01 00:11:00,186
g,2000-01-01 00:11:00,186
i,2000-01-01 00:11:00,186
p,2000-01-01 00:11:00,186
n,2000-01-01 00:11:00,186
j,2000-01-01 00:11:00,186
f,2000-01-01 00:11:00,187
c,2000-01-01 00:11:00,187
g,2000-01-01 00:11:00,187
i,2000-01-01 00:11:00,187
p,2000-01-01 00:11:00,187
n,2000-01-01 00:11:00,187
j,2000-01-01 00:11:00,187
c,2000-01-01 00:11:00,188
g,2000-01-01 00:11:00,188
f,2000-01-01 00:11:00,188
l,2000-01-01 00:11:00,188
w,2000-01-01 00:11:00,188
p,2000-01-01 00:11:00,188
e,2000-01-01 00:11:00,188
f,2000-01-01 00:11:00,189
c,2000-01-01 00:11:00,189
g,2000-01-01 00:11:00,189
h,2000-01-01 00:11:00,189
l,2000-01-01 00:11:00,189
c,2000-01-01 00:11:00,19
a,2000-01-01 00:12:00,19
g,2000-01-01 00:12:00,19
i,2000-01-01 00:12:00,19
p,2000-01-01 00:12:00,19
t,2000-01-01 00:12:00,19
j,2000-01-01 00:12:00,19
t,2000-01-01 00:12:00,190
c,2000-01-01 00:12:00,190
g,2000-01-01 00:12:00,190
e,2000-01-01 00:12:00,190
h,2000-01-01 00:12:00,190
l,2000-01-01 00:12:00,190
p,2000-01-01 00:12:00,190
u,2000-01-01 00:12:00,190
c,2000-01-01 00:12:00,191
g,2000-01-01 00:12:00,191
f,2000-01-01 00:12:00,191
i,2000-01-01 00:12:00,191
p,2000-01-01 00:12:00,191
t,2000-01-01 00:12:00,191
j,2000-01-01 00:12:00,191
c,2000-01-01 00:12:00,192
g,2000-01-01 00:12:00,192
o,2000-01-01 00:12:00,192
q,2000-01-01 00:12:00,192
p,2000-01-01 00:12:00,192
e,2000-01-01 00:12:00,192
l,2000-01-01 00:12:00,192
u,2000-01-01 00:12:00,192
f,2000-01-01 00:12:00,193
c,2000-01-01 00:12:00,193
g,2000-01-01 00:12:00,193
i,2000-01-01 00:12:00,193
p,2000-01-01 00:12:00,193
r,2000-01-01 00:12:00,193
i,2000-01-01 00:12:00,193
u,2000-01-01 00:12:00,193
j,2000-01-01 00:12:00,193
c,2000-01-01 00:12:00,194
f,2000-01-01 00:12:00,194
g,2000-01-01 00:12:00,194
w,2000-01-01 00:12:00,194
p,2000-01-01 00:12:00,194
e,2000-01-01 00:12:00,194
u,2000-01-01 00:12:00,194
t,2000-01-01 00:12:00,195
c,2000-01-01 00:12:00,195
e,2000-01-01 00:12:00,195
g,2000-01-01 00:12:00,195
p,2000-01-01 00:12:00,195
l,2000-01-01 00:12:00,195
e,2000-01-01 00:12:00,195
w,2000-01-01 00:12:00,195
u,2000-01-01 00:12:00,195
e,2000-01-01 00:12:00,196
t,2000-01-01 00:12:00,196
c,2000-01-01 00:12:00,196
g,2000-01-01 00:12:00,196
l,2000-01-01 00:12:00,196
q,2000-01-01 00:12:00,196
t,2000-01-01 00:13:00,197
c,2000-01-01 00:13:00,197
e,2000-01-01 00:13:00,197
g,2000-01-01 00:13:00,197
i,2000-01-01 00:13:00,197
p,2000-01-01 00:13:00,197
k,2000-01-01 00:13:00,197
j,2000-01-01 00:13:00,197
f,2000-01-01 00:13:00,198
c,2000-01-01 00:13:00,198
g,2000-01-01 00:13:00,198
h,2000-01-01 00:13:00,198
p,2000-01-01 00:13:00,198
u,2000-01-01 00:13:00,198
f,2000-01-01 00:13:00,199
c,2000-01-01 00:13:00,199
g,2000-01-01 00:13:00,199
w,2000-01-01 00:13:00,199
p,2000-01-01 00:13:00,199
l,2000-01-01 00:13:00,199
e,2000-01-01 00:13:00,199
a,2000-01-01 00:13:00,2
c,2000-01-01 00:13:00,2
o,2000-01-01 00:13:00,2
g,2000-01-01 00:13:00,2
q,2000-01-01 00:13:00,2
l,2000-01-01 00:13:00,2
f,2000-01-01 00:13:00,20
c,2000-01-01 00:13:00,20
g,2000-01-01 00:13:00,20
p,2000-01-01 00:13:00,20
i,2000-01-01 00:13:00,20
i,2000-01-01 00:13:00,20
r,2000-01-01 00:13:00,20
u,2000-01-01 00:13:00,20
j,2000-01-01 00:13:00,20
a,2000-01-01 00:13:00,200
c,2000-01-01 00:13:00,200
g,2000-01-01 00:13:00,200
p,2000-01-01 00:13:00,200
i,2000-01-01 00:13:00,200
