Activity,Timestamp,Case ID
a_11,2022-04-20 12:52:00,trace102
a_1,2022-04-20 12:52:00,trace102
a_2,2022-04-20 12:52:00,trace102
a_0,2022-04-20 12:52:00,trace102
a_3,2022-04-20 12:52:00,trace102
a_4,2022-04-20 12:52:00,trace102
a_1,2022-04-20 12:52:00,trace103
a_0,2022-04-20 12:52:00,trace103
a_2,2022-04-20 12:52:00,trace103
a_5,2022-04-20 12:52:00,trace103
a_6,2022-04-20 12:52:00,trace103
a_11,2022-04-20 12:52:00,trace103
a_14,2022-04-20 12:52:00,trace103
a_16,2022-04-20 12:52:00,trace103
a_10,2022-04-20 12:52:00,trace103
a_9,2022-04-20 12:52:00,trace103
a_12,2022-04-20 12:52:00,trace103
a_17,2022-04-20 12:52:00,trace103
a_15,2022-04-20 12:52:00,trace103
a_13,2022-04-20 12:52:00,trace103
a_1,2022-04-20 12:52:00,trace103
a_0,2022-04-20 12:52:00,trace103
a_2,2022-04-20 12:52:00,trace103
a_3,2022-04-20 12:52:00,trace103
a_4,2022-04-20 12:52:00,trace103
a_10,2022-04-20 12:52:00,trace103
a_11,2022-04-20 12:52:00,trace103
a_13,2022-04-20 12:52:00,trace103
a_12,2022-04-20 12:52:00,trace103
a_18,2022-04-20 12:52:00,trace103
a_9,2022-04-20 12:52:00,trace103
a_19,2022-04-20 12:52:00,trace103
a_1,2022-04-20 12:52:00,trace103
a_0,2022-04-20 12:52:00,trace103
a_2,2022-04-20 12:52:00,trace103
a_5,2022-04-20 12:52:00,trace103
a_6,2022-04-20 12:52:00,trace103
a_18,2022-04-20 12:52:00,trace103
a_12,2022-04-20 12:52:00,trace103
a_9,2022-04-20 12:52:00,trace103
a_11,2022-04-20 12:52:00,trace103
a_10,2022-04-20 12:52:00,trace103
a_19,2022-04-20 12:52:00,trace103
a_13,2022-04-20 12:52:00,trace103
a_1,2022-04-20 12:52:00,trace103
a_0,2022-04-20 12:52:00,trace103
a_2,2022-04-20 12:52:00,trace103
a_3,2022-04-20 12:52:00,trace103
a_4,2022-04-20 12:52:00,trace103
a_11,2022-04-20 12:52:00,trace103
a_10,2022-04-20 12:52:00,trace103
a_9,2022-04-20 12:52:00,trace103
a_12,2022-04-20 12:52:00,trace103
a_14,2022-04-20 12:52:00,trace103
a_15,2022-04-20 12:52:00,trace103
a_16,2022-04-20 12:52:00,trace103
a_13,2022-04-20 12:52:00,trace103
a_17,2022-04-20 12:52:00,trace103
a_1,2022-04-20 12:52:00,trace103
a_0,2022-04-20 12:52:00,trace103
a_2,2022-04-20 12:52:00,trace103
a_3,2022-04-20 12:52:00,trace103
a_4,2022-04-20 12:52:00,trace103
a_7,2022-04-20 12:52:00,trace103
a_8,2022-04-20 12:52:00,trace103
a_5,2022-04-20 12:52:00,trace103
a_6,2022-04-20 12:52:00,trace103
a_7,2022-04-20 12:52:00,trace103
a_8,2022-04-20 12:52:00,trace103
a_3,2022-04-20 12:52:00,trace103
a_4,2022-04-20 12:52:00,trace103
a_0,2022-04-20 12:52:00,trace104
a_1,2022-04-20 12:52:00,trace104
a_2,2022-04-20 12:52:00,trace104
a_5,2022-04-20 12:52:00,trace104
a_6,2022-04-20 12:52:00,trace104
a_14,2022-04-20 12:52:00,trace104
a_15,2022-04-20 12:52:00,trace104
a_10,2022-04-20 12:52:00,trace104
a_13,2022-04-20 12:52:00,trace104
a_16,2022-04-20 12:52:00,trace104
a_12,2022-04-20 12:52:00,trace104
a_17,2022-04-20 12:52:00,trace104
a_11,2022-04-20 12:52:00,trace104
a_9,2022-04-20 12:52:00,trace104
a_0,2022-04-20 12:52:00,trace104
a_1,2022-04-20 12:52:00,trace104
a_2,2022-04-20 12:52:00,trace104
a_5,2022-04-20 12:52:00,trace104
a_6,2022-04-20 12:52:00,trace104
a_1,2022-04-20 12:52:00,trace105
a_2,2022-04-20 12:52:00,trace105
a_0,2022-04-20 12:52:00,trace105
a_5,2022-04-20 12:52:00,trace105
a_6,2022-04-20 12:52:00,trace105
a_18,2022-04-20 12:52:00,trace105
a_11,2022-04-20 12:52:00,trace105
a_13,2022-04-20 12:52:00,trace105
a_10,2022-04-20 12:52:00,trace105
a_19,2022-04-20 12:52:00,trace105
a_12,2022-04-20 12:52:00,trace105
a_9,2022-04-20 12:52:00,trace105
a_1,2022-04-20 12:52:00,trace105
a_2,2022-04-20 12:52:00,trace105
a_0,2022-04-20 12:52:00,trace105
a_5,2022-04-20 12:52:00,trace105
a_6,2022-04-20 12:52:00,trace105
a_7,2022-04-20 12:52:00,trace105
a_8,2022-04-20 12:52:00,trace105
a_3,2022-04-20 12:52:00,trace105
a_4,2022-04-20 12:52:00,trace105
a_7,2022-04-20 12:52:00,trace105
a_8,2022-04-20 12:52:00,trace105
a_3,2022-04-20 12:52:00,trace105
a_4,2022-04-20 12:52:00,trace105
a_0,2022-04-20 12:52:00,trace106
a_1,2022-04-20 12:52:00,trace106
a_2,2022-04-20 12:52:00,trace106
a_3,2022-04-20 12:52:00,trace106
a_4,2022-04-20 12:52:00,trace106
a_7,2022-04-20 12:52:00,trace106
a_8,2022-04-20 12:52:00,trace106
a_3,2022-04-20 12:52:00,trace106
a_4,2022-04-20 12:52:00,trace106
a_1,2022-04-20 12:52:00,trace107
a_0,2022-04-20 12:52:00,trace107
a_2,2022-04-20 12:52:00,trace107
a_3,2022-04-20 12:52:00,trace107
a_4,2022-04-20 12:52:00,trace107
a_7,2022-04-20 12:52:00,trace107
a_8,2022-04-20 12:52:00,trace107
a_3,2022-04-20 12:52:00,trace107
a_4,2022-04-20 12:52:00,trace107
a_7,2022-04-20 12:52:00,trace107
a_8,2022-04-20 12:52:00,trace107
a_3,2022-04-20 12:52:00,trace107
a_4,2022-04-20 12:52:00,trace107
a_9,2022-04-20 12:52:00,trace107
a_18,2022-04-20 12:52:00,trace107
a_19,2022-04-20 12:52:00,trace107
a_12,2022-04-20 12:52:00,trace107
a_11,2022-04-20 12:52:00,trace107
a_10,2022-04-20 12:52:00,trace107
a_13,2022-04-20 12:52:00,trace107
a_0,2022-04-20 12:52:00,trace107
a_1,2022-04-20 12:52:00,trace107
a_2,2022-04-20 12:52:00,trace107
a_5,2022-04-20 12:52:00,trace107
a_6,2022-04-20 12:52:00,trace107
a_0,2022-04-20 12:52:00,trace108
a_1,2022-04-20 12:52:00,trace108
a_2,2022-04-20 12:52:00,trace108
a_5,2022-04-20 12:52:00,trace108
a_6,2022-04-20 12:52:00,trace108
a_1,2022-04-20 12:52:00,trace109
a_2,2022-04-20 12:52:00,trace109
a_0,2022-04-20 12:52:00,trace109
a_5,2022-04-20 12:52:00,trace109
a_6,2022-04-20 12:52:00,trace109
a_7,2022-04-20 12:52:00,trace109
a_8,2022-04-20 12:52:00,trace109
a_3,2022-04-20 12:52:00,trace109
a_4,2022-04-20 12:52:00,trace109
a_0,2022-04-20 12:52:00,trace11
a_1,2022-04-20 12:52:00,trace11
a_2,2022-04-20 12:52:00,trace11
a_3,2022-04-20 12:52:00,trace11
a_4,2022-04-20 12:52:00,trace11
a_7,2022-04-20 12:52:00,trace11
a_8,2022-04-20 12:52:00,trace11
a_3,2022-04-20 12:52:00,trace11
a_4,2022-04-20 12:52:00,trace11
a_7,2022-04-20 12:52:00,trace11
a_8,2022-04-20 12:52:00,trace11
a_5,2022-04-20 12:52:00,trace11
a_6,2022-04-20 12:52:00,trace11
a_7,2022-04-20 12:52:00,trace11
a_8,2022-04-20 12:52:00,trace11
a_5,2022-04-20 12:52:00,trace11
a_6,2022-04-20 12:52:00,trace11
a_7,2022-04-20 12:52:00,trace11
a_8,2022-04-20 12:52:00,trace11
a_5,2022-04-20 12:52:00,trace11
a_6,2022-04-20 12:52:00,trace11
a_0,2022-04-20 12:52:00,trace110
a_1,2022-04-20 12:52:00,trace110
a_2,2022-04-20 12:52:00,trace110
a_3,2022-04-20 12:52:00,trace110
a_4,2022-04-20 12:52:00,trace110
a_0,2022-04-20 12:52:00,trace111
a_1,2022-04-20 12:52:00,trace111
a_2,2022-04-20 12:52:00,trace111
a_3,2022-04-20 12:52:00,trace111
a_4,2022-04-20 12:52:00,trace111
a_7,2022-04-20 12:52:00,trace111
a_8,2022-04-20 12:52:00,trace111
a_5,2022-04-20 12:52:00,trace111
a_6,2022-04-20 12:52:00,trace111
a_7,2022-04-20 12:52:00,trace111
a_8,2022-04-20 12:52:00,trace111
a_5,2022-04-20 12:52:00,trace111
a_6,2022-04-20 12:52:00,trace111
a_7,2022-04-20 12:52:00,trace111
a_8,2022-04-20 12:52:00,trace111
a_5,2022-04-20 12:52:00,trace111
a_6,2022-04-20 12:52:00,trace111
a_7,2022-04-20 12:52:00,trace111
a_8,2022-04-20 12:52:00,trace111
a_5,2022-04-20 12:52:00,trace111
a_6,2022-04-20 12:52:00,trace111
a_7,2022-04-20 12:52:00,trace111
a_8,2022-04-20 12:52:00,trace111
a_5,2022-04-20 12:52:00,trace111
a_6,2022-04-20 12:52:00,trace111
a_0,2022-04-20 12:52:00,trace112
a_1,2022-04-20 12:52:00,trace112
a_2,2022-04-20 12:52:00,trace112
a_3,2022-04-20 12:52:00,trace112
a_4,2022-04-20 12:52:00,trace112
a_7,2022-04-20 12:52:00,trace112
a_8,2022-04-20 12:52:00,trace112
a_3,2022-04-20 12:52:00,trace112
a_4,2022-04-20 12:52:00,trace112
a_11,2022-04-20 12:52:00,trace112
a_16,2022-04-20 12:52:00,trace112
a_14,2022-04-20 12:52:00,trace112
a_13,2022-04-20 12:52:00,trace112
a_10,2022-04-20 12:52:00,trace112
a_12,2022-04-20 12:52:00,trace112
a_9,2022-04-20 12:52:00,trace112
a_17,2022-04-20 12:52:00,trace112
a_15,2022-04-20 12:52:00,trace112
a_1,2022-04-20 12:52:00,trace112
a_0,2022-04-20 12:52:00,trace112
a_2,2022-04-20 12:52:00,trace112
a_5,2022-04-20 12:52:00,trace112
a_6,2022-04-20 12:52:00,trace112
a_0,2022-04-20 12:52:00,trace113
a_1,2022-04-20 12:52:00,trace113
a_2,2022-04-20 12:52:00,trace113
a_5,2022-04-20 12:52:00,trace113
a_6,2022-04-20 12:52:00,trace113
a_7,2022-04-20 12:52:00,trace113
a_8,2022-04-20 12:52:00,trace113
a_3,2022-04-20 12:52:00,trace113
a_4,2022-04-20 12:52:00,trace113
a_7,2022-04-20 12:52:00,trace113
a_8,2022-04-20 12:52:00,trace113
a_5,2022-04-20 12:52:00,trace113
a_6,2022-04-20 12:52:00,trace113
a_13,2022-04-20 12:52:00,trace113
a_14,2022-04-20 12:52:00,trace113
a_15,2022-04-20 12:52:00,trace113
a_10,2022-04-20 12:52:00,trace113
a_11,2022-04-20 12:52:00,trace113
a_12,2022-04-20 12:52:00,trace113
a_17,2022-04-20 12:52:00,trace113
a_16,2022-04-20 12:52:00,trace113
a_9,2022-04-20 12:52:00,trace113
a_0,2022-04-20 12:52:00,trace113
a_1,2022-04-20 12:52:00,trace113
a_2,2022-04-20 12:52:00,trace113
a_3,2022-04-20 12:52:00,trace113
a_4,2022-04-20 12:52:00,trace113
a_1,2022-04-20 12:52:00,trace114
a_2,2022-04-20 12:52:00,trace114
a_0,2022-04-20 12:52:00,trace114
a_3,2022-04-20 12:52:00,trace114
a_4,2022-04-20 12:52:00,trace114
a_11,2022-04-20 12:52:00,trace114
a_18,2022-04-20 12:52:00,trace114
a_10,2022-04-20 12:52:00,trace114
a_12,2022-04-20 12:52:00,trace114
a_9,2022-04-20 12:52:00,trace114
a_13,2022-04-20 12:52:00,trace114
a_19,2022-04-20 12:52:00,trace114
a_1,2022-04-20 12:52:00,trace114
a_0,2022-04-20 12:52:00,trace114
a_2,2022-04-20 12:52:00,trace114
a_5,2022-04-20 12:52:00,trace114
a_6,2022-04-20 12:52:00,trace114
a_7,2022-04-20 12:52:00,trace114
a_8,2022-04-20 12:52:00,trace114
a_3,2022-04-20 12:52:00,trace114
a_4,2022-04-20 12:52:00,trace114
a_7,2022-04-20 12:52:00,trace114
a_8,2022-04-20 12:52:00,trace114
a_3,2022-04-20 12:52:00,trace114
a_4,2022-04-20 12:52:00,trace114
a_1,2022-04-20 12:52:00,trace115
a_2,2022-04-20 12:52:00,trace115
a_0,2022-04-20 12:52:00,trace115
a_5,2022-04-20 12:52:00,trace115
a_6,2022-04-20 12:52:00,trace115
a_9,2022-04-20 12:52:00,trace115
a_11,2022-04-20 12:52:00,trace115
a_14,2022-04-20 12:52:00,trace115
a_16,2022-04-20 12:52:00,trace115
a_15,2022-04-20 12:52:00,trace115
a_13,2022-04-20 12:52:00,trace115
a_17,2022-04-20 12:52:00,trace115
a_12,2022-04-20 12:52:00,trace115
a_10,2022-04-20 12:52:00,trace115
a_0,2022-04-20 12:52:00,trace115
a_1,2022-04-20 12:52:00,trace115
a_2,2022-04-20 12:52:00,trace115
a_5,2022-04-20 12:52:00,trace115
a_6,2022-04-20 12:52:00,trace115
a_7,2022-04-20 12:52:00,trace115
a_8,2022-04-20 12:52:00,trace115
a_5,2022-04-20 12:52:00,trace115
a_6,2022-04-20 12:52:00,trace115
a_18,2022-04-20 12:52:00,trace115
a_10,2022-04-20 12:52:00,trace115
a_19,2022-04-20 12:52:00,trace115
a_9,2022-04-20 12:52:00,trace115
a_13,2022-04-20 12:52:00,trace115
a_11,2022-04-20 12:52:00,trace115
a_12,2022-04-20 12:52:00,trace115
a_0,2022-04-20 12:52:00,trace115
a_1,2022-04-20 12:52:00,trace115
a_2,2022-04-20 12:52:00,trace115
a_3,2022-04-20 12:52:00,trace115
a_4,2022-04-20 12:52:00,trace115
a_1,2022-04-20 12:52:00,trace116
a_2,2022-04-20 12:52:00,trace116
a_0,2022-04-20 12:52:00,trace116
a_5,2022-04-20 12:52:00,trace116
a_6,2022-04-20 12:52:00,trace116
a_7,2022-04-20 12:52:00,trace116
a_8,2022-04-20 12:52:00,trace116
a_3,2022-04-20 12:52:00,trace116
a_4,2022-04-20 12:52:00,trace116
a_16,2022-04-20 12:52:00,trace116
a_17,2022-04-20 12:52:00,trace116
a_14,2022-04-20 12:52:00,trace116
a_13,2022-04-20 12:52:00,trace116
a_10,2022-04-20 12:52:00,trace116
a_11,2022-04-20 12:52:00,trace116
a_9,2022-04-20 12:52:00,trace116
a_15,2022-04-20 12:52:00,trace116
a_12,2022-04-20 12:52:00,trace116
a_1,2022-04-20 12:52:00,trace116
a_0,2022-04-20 12:52:00,trace116
a_2,2022-04-20 12:52:00,trace116
a_5,2022-04-20 12:52:00,trace116
a_6,2022-04-20 12:52:00,trace116
a_10,2022-04-20 12:52:00,trace116
a_14,2022-04-20 12:52:00,trace116
a_15,2022-04-20 12:52:00,trace116
a_9,2022-04-20 12:52:00,trace116
a_17,2022-04-20 12:52:00,trace116
a_12,2022-04-20 12:52:00,trace116
a_11,2022-04-20 12:52:00,trace116
a_16,2022-04-20 12:52:00,trace116
a_13,2022-04-20 12:52:00,trace116
a_1,2022-04-20 12:52:00,trace116
a_2,2022-04-20 12:52:00,trace116
a_0,2022-04-20 12:52:00,trace116
a_5,2022-04-20 12:52:00,trace116
a_6,2022-04-20 12:52:00,trace116
a_7,2022-04-20 12:52:00,trace116
a_8,2022-04-20 12:52:00,trace116
a_5,2022-04-20 12:52:00,trace116
a_6,2022-04-20 12:52:00,trace116
a_7,2022-04-20 12:52:00,trace116
a_8,2022-04-20 12:52:00,trace116
a_3,2022-04-20 12:52:00,trace116
a_4,2022-04-20 12:52:00,trace116
a_7,2022-04-20 12:52:00,trace116
a_8,2022-04-20 12:52:00,trace116
a_5,2022-04-20 12:52:00,trace116
a_6,2022-04-20 12:52:00,trace116
a_7,2022-04-20 12:52:00,trace116
a_8,2022-04-20 12:52:00,trace116
a_5,2022-04-20 12:52:00,trace116
a_6,2022-04-20 12:52:00,trace116
a_1,2022-04-20 12:52:00,trace117
a_2,2022-04-20 12:52:00,trace117
a_0,2022-04-20 12:52:00,trace117
a_3,2022-04-20 12:52:00,trace117
a_4,2022-04-20 12:52:00,trace117
a_7,2022-04-20 12:52:00,trace117
a_8,2022-04-20 12:52:00,trace117
a_5,2022-04-20 12:52:00,trace117
a_6,2022-04-20 12:52:00,trace117
a_1,2022-04-20 12:52:00,trace118
a_2,2022-04-20 12:52:00,trace118
a_0,2022-04-20 12:52:00,trace118
a_3,2022-04-20 12:52:00,trace118
a_4,2022-04-20 12:52:00,trace118
a_7,2022-04-20 12:52:00,trace118
a_8,2022-04-20 12:52:00,trace118
a_3,2022-04-20 12:52:00,trace118
a_4,2022-04-20 12:52:00,trace118
a_7,2022-04-20 12:52:00,trace118
a_8,2022-04-20 12:52:00,trace118
a_5,2022-04-20 12:52:00,trace118
a_6,2022-04-20 12:52:00,trace118
a_7,2022-04-20 12:52:00,trace118
a_8,2022-04-20 12:52:00,trace118
a_3,2022-04-20 12:52:00,trace118
a_4,2022-04-20 12:52:00,trace118
a_16,2022-04-20 12:52:00,trace118
a_13,2022-04-20 12:52:00,trace118
a_11,2022-04-20 12:52:00,trace118
a_10,2022-04-20 12:52:00,trace118
a_17,2022-04-20 12:52:00,trace118
a_12,2022-04-20 12:52:00,trace118
a_14,2022-04-20 12:52:00,trace118
a_15,2022-04-20 12:52:00,trace118
a_9,2022-04-20 12:52:00,trace118
a_1,2022-04-20 12:52:00,trace118
a_0,2022-04-20 12:52:00,trace118
a_2,2022-04-20 12:52:00,trace118
a_3,2022-04-20 12:52:00,trace118
a_4,2022-04-20 12:52:00,trace118
a_7,2022-04-20 12:52:00,trace118
a_8,2022-04-20 12:52:00,trace118
a_3,2022-04-20 12:52:00,trace118
a_4,2022-04-20 12:52:00,trace118
a_7,2022-04-20 12:52:00,trace118
a_8,2022-04-20 12:52:00,trace118
a_3,2022-04-20 12:52:00,trace118
a_4,2022-04-20 12:52:00,trace118
a_7,2022-04-20 12:52:00,trace118
a_8,2022-04-20 12:52:00,trace118
a_3,2022-04-20 12:52:00,trace118
a_4,2022-04-20 12:52:00,trace118
a_7,2022-04-20 12:52:00,trace118
a_8,2022-04-20 12:52:00,trace118
a_5,2022-04-20 12:52:00,trace118
a_6,2022-04-20 12:52:00,trace118
a_0,2022-04-20 12:52:00,trace119
a_1,2022-04-20 12:52:00,trace119
a_2,2022-04-20 12:52:00,trace119
a_5,2022-04-20 12:52:00,trace119
a_6,2022-04-20 12:52:00,trace119
a_17,2022-04-20 12:52:00,trace119
a_11,2022-04-20 12:52:00,trace119
a_14,2022-04-20 12:52:00,trace119
a_13,2022-04-20 12:52:00,trace119
a_9,2022-04-20 12:52:00,trace119
a_15,2022-04-20 12:52:00,trace119
a_10,2022-04-20 12:52:00,trace119
a_12,2022-04-20 12:52:00,trace119
a_16,2022-04-20 12:52:00,trace119
a_1,2022-04-20 12:52:00,trace119
a_2,2022-04-20 12:52:00,trace119
a_0,2022-04-20 12:52:00,trace119
a_5,2022-04-20 12:52:00,trace119
a_6,2022-04-20 12:52:00,trace119
a_1,2022-04-20 12:52:00,trace12
a_2,2022-04-20 12:52:00,trace12
a_0,2022-04-20 12:52:00,trace12
a_5,2022-04-20 12:52:00,trace12
a_6,2022-04-20 12:52:00,trace12
a_16,2022-04-20 12:52:00,trace12
a_12,2022-04-20 12:52:00,trace12
a_14,2022-04-20 12:52:00,trace12
a_17,2022-04-20 12:52:00,trace12
a_11,2022-04-20 12:52:00,trace12
a_15,2022-04-20 12:52:00,trace12
a_13,2022-04-20 12:52:00,trace12
a_9,2022-04-20 12:52:00,trace12
a_10,2022-04-20 12:52:00,trace12
a_1,2022-04-20 12:52:00,trace12
a_0,2022-04-20 12:52:00,trace12
a_2,2022-04-20 12:52:00,trace12
a_3,2022-04-20 12:52:00,trace12
a_4,2022-04-20 12:52:00,trace12
a_7,2022-04-20 12:52:00,trace12
a_8,2022-04-20 12:52:00,trace12
a_3,2022-04-20 12:52:00,trace12
a_4,2022-04-20 12:52:00,trace12
a_7,2022-04-20 12:52:00,trace12
a_8,2022-04-20 12:52:00,trace12
a_3,2022-04-20 12:52:00,trace12
a_4,2022-04-20 12:52:00,trace12
a_14,2022-04-20 12:52:00,trace12
a_9,2022-04-20 12:52:00,trace12
a_16,2022-04-20 12:52:00,trace12
a_10,2022-04-20 12:52:00,trace12
a_11,2022-04-20 12:52:00,trace12
a_13,2022-04-20 12:52:00,trace12
a_15,2022-04-20 12:52:00,trace12
a_17,2022-04-20 12:52:00,trace12
a_12,2022-04-20 12:52:00,trace12
a_1,2022-04-20 12:52:00,trace12
a_0,2022-04-20 12:52:00,trace12
a_2,2022-04-20 12:52:00,trace12
a_3,2022-04-20 12:52:00,trace12
a_4,2022-04-20 12:52:00,trace12
a_7,2022-04-20 12:52:00,trace12
a_8,2022-04-20 12:52:00,trace12
a_3,2022-04-20 12:52:00,trace12
a_4,2022-04-20 12:52:00,trace12
a_1,2022-04-20 12:52:00,trace120
a_2,2022-04-20 12:52:00,trace120
a_0,2022-04-20 12:52:00,trace120
a_5,2022-04-20 12:52:00,trace120
a_6,2022-04-20 12:52:00,trace120
a_7,2022-04-20 12:52:00,trace120
a_8,2022-04-20 12:52:00,trace120
a_3,2022-04-20 12:52:00,trace120
a_4,2022-04-20 12:52:00,trace120
a_7,2022-04-20 12:52:00,trace120
a_8,2022-04-20 12:52:00,trace120
a_5,2022-04-20 12:52:00,trace120
a_6,2022-04-20 12:52:00,trace120
a_7,2022-04-20 12:52:00,trace120
a_8,2022-04-20 12:52:00,trace120
a_3,2022-04-20 12:52:00,trace120
a_4,2022-04-20 12:52:00,trace120
a_0,2022-04-20 12:52:00,trace121
a_1,2022-04-20 12:52:00,trace121
a_2,2022-04-20 12:52:00,trace121
a_5,2022-04-20 12:52:00,trace121
a_6,2022-04-20 12:52:00,trace121
a_0,2022-04-20 12:52:00,trace122
a_1,2022-04-20 12:52:00,trace122
a_2,2022-04-20 12:52:00,trace122
a_3,2022-04-20 12:52:00,trace122
a_4,2022-04-20 12:52:00,trace122
a_10,2022-04-20 12:52:00,trace122
a_18,2022-04-20 12:52:00,trace122
a_13,2022-04-20 12:52:00,trace122
a_19,2022-04-20 12:52:00,trace122
a_11,2022-04-20 12:52:00,trace122
a_9,2022-04-20 12:52:00,trace122
a_12,2022-04-20 12:52:00,trace122
a_1,2022-04-20 12:52:00,trace122
a_2,2022-04-20 12:52:00,trace122
a_0,2022-04-20 12:52:00,trace122
a_3,2022-04-20 12:52:00,trace122
a_4,2022-04-20 12:52:00,trace122
a_7,2022-04-20 12:52:00,trace122
a_8,2022-04-20 12:52:00,trace122
a_5,2022-04-20 12:52:00,trace122
a_6,2022-04-20 12:52:00,trace122
a_10,2022-04-20 12:52:00,trace122
a_12,2022-04-20 12:52:00,trace122
a_17,2022-04-20 12:52:00,trace122
a_16,2022-04-20 12:52:00,trace122
a_13,2022-04-20 12:52:00,trace122
a_14,2022-04-20 12:52:00,trace122
a_9,2022-04-20 12:52:00,trace122
a_11,2022-04-20 12:52:00,trace122
a_15,2022-04-20 12:52:00,trace122
a_0,2022-04-20 12:52:00,trace122
a_1,2022-04-20 12:52:00,trace122
a_2,2022-04-20 12:52:00,trace122
a_3,2022-04-20 12:52:00,trace122
a_4,2022-04-20 12:52:00,trace122
a_7,2022-04-20 12:52:00,trace122
a_8,2022-04-20 12:52:00,trace122
a_3,2022-04-20 12:52:00,trace122
a_4,2022-04-20 12:52:00,trace122
a_7,2022-04-20 12:52:00,trace122
a_8,2022-04-20 12:52:00,trace122
a_3,2022-04-20 12:52:00,trace122
a_4,2022-04-20 12:52:00,trace122
a_16,2022-04-20 12:52:00,trace122
a_14,2022-04-20 12:52:00,trace122
a_15,2022-04-20 12:52:00,trace122
a_9,2022-04-20 12:52:00,trace122
a_17,2022-04-20 12:52:00,trace122
a_11,2022-04-20 12:52:00,trace122
a_12,2022-04-20 12:52:00,trace122
a_13,2022-04-20 12:52:00,trace122
a_10,2022-04-20 12:52:00,trace122
a_1,2022-04-20 12:52:00,trace122
a_0,2022-04-20 12:52:00,trace122
a_2,2022-04-20 12:52:00,trace122
a_5,2022-04-20 12:52:00,trace122
a_6,2022-04-20 12:52:00,trace122
a_1,2022-04-20 12:52:00,trace123
a_0,2022-04-20 12:52:00,trace123
a_2,2022-04-20 12:52:00,trace123
a_3,2022-04-20 12:52:00,trace123
a_4,2022-04-20 12:52:00,trace123
